CpGs,Monocytes90_Breast10,Adipo60Kidney30Prost10,Eryth50Lung25GI25
chr13:27821646,0.07909,0.02574,0.058375
chr8:104223378,0.0098,0.027589999999999996,0.028325
chr12:50050739,0.02402,0.03834,0.015325
chr1:61081717,0.15300000000000002,0.13312000000000002,0.09865
chr1:61081668,0.02941,0.02785,0.0277
chr2:214411114,0.038180000000000006,0.07861,0.05805
chr18:3454177,0.03908,0.04207,0.04575
chr13:27821620,0.06733000000000001,0.02244,0.03255
chr13:27821591,0.03837,0.036930000000000004,0.02835
chr18:3452304,0.05612999999999999,0.07422000000000001,0.05885
chr18:3452319,0.01056,0.00599,0.006874999999999999
chr18:3452361,0.05454,0.054000000000000006,0.0422
chr3:127457320,0.039610000000000006,0.02706,0.034725
chr4:80073396,0.056479999999999995,0.09178,0.04105
chr11:65423528,0.040150000000000005,0.06820999999999999,0.03555
chr10:99234181,0.00503,0.022969999999999997,0.023575
chr10:99234208,0.03725,0.060459999999999986,0.043175
chr17:44315329,0.028410000000000005,0.008020000000000001,0.010675
chr17:44315300,0.03957,0.05942000000000001,0.04315
chr1:41383067,0.04623,0.02411,0.012625
chr2:8683626,0.037070000000000006,0.07475,0.05405
chr11:65423475,0.027860000000000003,0.04477,0.031025
chr19:17606492,0.01654,0.011309999999999999,0.033225
chr3:12967469,0.02421,0.01556,0.025525000000000003
chr3:12967458,0.0674,0.08063000000000001,0.08887500000000001
chr10:69567970,0.03837,0.02277,0.035750000000000004
chr20:31606089,0.013869999999999999,0.009000000000000001,0.004875000000000001
chr7:157019410,0.04281,0.0307,0.033075
chr2:79511513,0.09732,0.08485000000000001,0.08095000000000001
chr2:79511493,0.040510000000000004,0.038380000000000004,0.0356
chr2:79511456,0.09387999999999999,0.09642,0.09565
chr17:2724291,0.0281,0.03952,0.035475000000000007
chr19:40549302,0.00881,0.00686,0.006275
chr16:1980508,0.02099,0.04115,0.009075
chr11:65424236,0.04961,0.06298999999999999,0.043525
chr3:20185502,0.01425,0.05743,0.028175
chr3:20185472,0.10004,0.34205,0.1543
chr19:47226773,0.015790000000000002,0.04057,0.014775
chr2:8683553,0.04213,0.035019999999999996,0.0276
chr2:8683519,0.047730000000000015,0.034269999999999995,0.0257
chr17:63538552,0.056170000000000005,0.14528,0.05652500000000001
chr15:52804619,0.031560000000000005,0.046089999999999985,0.04005
chr15:52804657,0.03027,0.026019999999999998,0.02735
chr10:69576806,0.059139999999999984,0.0191,0.035750000000000004
chr13:27968150,0.03065,0.01281,0.025375
chr7:128168745,0.043480000000000005,0.03342,0.0292
chr7:128168795,0.10300999999999999,0.16412000000000002,0.15910000000000002
chr13:27820300,0.07743,0.05675,0.05165
chr19:12867810,0.02586,0.02622,0.0211
chr19:12867797,0.04712,0.01979,0.03055
chr15:52804863,0.0165,0.03042,0.029825
chr17:44556371,0.01259,0.005679999999999999,0.031925
chr18:3447456,0.15563,0.13523,0.11455
chr18:3447465,0.03363,0.044160000000000005,0.0239
chr19:1668833,0.043210000000000005,0.04417,0.03745
chr13:27820400,0.07587999999999999,0.05967000000000001,0.07035000000000001
chr11:102112296,0.08607000000000001,0.06713,0.05715
chr1:116418591,0.027819999999999998,0.02613,0.018825
chr1:116418611,0.00562,0.00496,0.00295
chr1:116418561,0.05959,0.062249999999999986,0.056675
chr14:91574428,0.0043300000000000005,0.00251,0.003425
chr7:112790476,0.0042,0.00748,0.00395
chr7:112790510,0.05794000000000001,0.06702999999999999,0.04865
chr17:74357122,0.019280000000000002,0.006,0.018475
chr19:40512969,0.03568,0.0176,0.024725
chr19:40512973,0.0264,0.00878,0.0181
chr5:55159736,0.07751000000000001,0.03586,0.035350000000000006
chr2:72883528,0.032470000000000006,0.05223,0.0346
chr10:99234069,0.01208,0.05732,0.04565
chr1:10695265,0.02729,0.024630000000000003,0.022625
chr1:10695284,0.06555,0.06342,0.062425
chr3:12967300,0.012209999999999999,0.00892,0.020275
chr13:27821620,0.06733000000000001,0.02244,0.03255
chr13:27821646,0.07909,0.02574,0.058375
chr17:74214204,0.020069999999999998,0.0513,0.027375
chr14:105248688,0.009370000000000002,0.006379999999999999,0.006125
chr5:163504465,0.026070000000000003,0.03627,0.0271
chr19:43475312,0.00743,0.02626,0.005575
chr19:43475348,0.0099,0.033639999999999996,0.01715
chr8:104223715,0.052890000000000006,0.0399,0.0433
chr8:104223750,0.07617000000000003,0.07569,0.07535
chr12:49295680,0.04368,0.05835000000000001,0.038375
chr19:35845718,0.04392,0.03202,0.032375
chr19:45678016,0.01947,0.19708,0.018175
chr11:65430062,0.032420000000000004,0.03697,0.0285
chr12:12723661,0.02059,0.020030000000000003,0.0141
chr11:65423354,0.04573,0.06027999999999999,0.033075
chr8:38787421,0.00194,0.005699999999999999,0.005425
chr6:33276978,0.008210000000000002,0.017490000000000002,0.0059
chr6:33277022,0.011200000000000002,0.02462,0.011675
chr6:33276998,0.00865,0.041469999999999986,0.008249999999999999
chr6:33277011,0.01013,0.06114,0.00855
chr6:33276975,0.03046,0.10987000000000001,0.0342
chr12:51424852,0.00313,0.00253,0.007525
chr3:9952377,0.0021200000000000004,0.00314,0.0031000000000000003
chr3:9952421,0.00385,0.006790000000000001,0.0042
chr12:52308280,0.00473,0.00243,0.005825
chr1:41496396,0.00485,0.00346,0.0022
chr5:11384955,0.006790000000000001,0.00937,0.012375
chr7:100720571,0.00315,0.006540000000000001,0.008050000000000002
chr7:100720567,0.00409,0.011110000000000002,0.012075
chr6:33276978,0.008210000000000002,0.017490000000000002,0.0059
chr6:33277022,0.011200000000000002,0.02462,0.011675
chr6:33276998,0.00865,0.041469999999999986,0.008249999999999999
chr6:33277011,0.01013,0.06114,0.00855
chr6:33276975,0.03046,0.10987000000000001,0.0342
chr11:13009129,0.01004,0.00222,0.00445
chr11:13009090,0.03658,0.04841,0.033874999999999995
chr11:13009096,0.07559,0.0701,0.060725
chr1:46533539,0.00479,0.01077,0.005575
chr1:46533576,0.07697999999999999,0.08493999999999999,0.067675
chr3:9952377,0.0021200000000000004,0.00314,0.0031000000000000003
chr3:9952421,0.00385,0.006790000000000001,0.0042
chr7:100720571,0.00315,0.006540000000000001,0.008050000000000002
chr7:100720567,0.00409,0.011110000000000002,0.012075
chr15:98852404,0.01106,0.0022199999999999998,0.006875
chr7:112790476,0.0042,0.00748,0.00395
chr7:112790510,0.05794000000000001,0.06702999999999999,0.04865
chr15:45129864,0.038430000000000006,0.01141,0.019250000000000003
chr15:45129897,0.01151,0.011559999999999999,0.013325
chr15:45129885,0.01122,0.00393,0.0069
chr15:45129856,0.055900000000000005,0.04936,0.052975
chr5:119355730,0.013009999999999999,0.01247,0.011475
chr5:119355720,0.07689,0.07169,0.05685000000000001
chr14:91574428,0.0043300000000000005,0.00251,0.003425
chr2:85437703,0.00232,0.00253,0.00375
chr7:112790311,0.006500000000000001,0.004059999999999999,0.005025
chr16:70251025,0.01402,0.005379999999999999,0.00785
chr16:70250990,0.06683,0.04811,0.03755
chr3:129605658,0.006940000000000001,0.006849999999999999,0.004750000000000001
chr12:64825089,0.01144,0.01669,0.01895
chr12:64825061,0.05314,0.06302999999999999,0.06265
chr16:67164126,0.01593,0.02084,0.00615
chr13:27917453,0.01504,0.01194,0.0255
chr13:27917403,0.07138000000000001,0.06565,0.12475
chr13:27917478,0.0683,0.057880000000000015,0.0642
chr5:7850090,0.00839,0.01461,0.0125
chr16:70251903,0.01761,0.00229,0.00415
chr19:53866427,0.00948,0.00905,0.009825
chr1:182615206,0.00903,0.0052,0.0065
chr3:128617736,0.00686,0.00526,0.007175
chr5:177312370,0.01542,0.0035299999999999997,0.0075
chr5:177312399,0.0579,0.07073,0.054000000000000006
chr7:139483913,0.0256,0.01609,0.0129
chr19:13024713,0.01711,0.10728,0.05165
chr19:13024700,0.007240000000000001,0.04654,0.02035
chr19:3434947,0.00731,0.0030800000000000003,0.016275
chr19:3434932,0.0394,0.04487,0.08512499999999999
chr7:127536851,0.014969999999999999,0.01122,0.022725
chr4:1172743,0.025869999999999997,0.05812000000000001,0.037675
chr4:1172740,0.0091,0.01959,0.01445
chr12:64824633,0.01544,0.01757,0.0271
chr17:81513955,0.0043300000000000005,0.005240000000000001,0.00495
chr20:844625,0.0069700000000000005,0.00396,0.00855
chr20:844597,0.027860000000000003,0.0476,0.026225
chr22:37825088,0.017419999999999998,0.011940000000000001,0.0138
chr5:177312308,0.01987,0.028090000000000004,0.0213
chr5:177312311,0.00483,0.02282,0.01715
chr5:177312295,0.10577,0.05196,0.05917500000000001
chr11:124076483,0.07482,0.04564,0.046975
chr11:124076450,0.013059999999999999,0.04603,0.0321
chr3:50345687,0.019690000000000003,0.03889,0.01865
chr3:50345703,0.00717,0.01086,0.009675
chr17:39154247,0.01838,0.01378,0.010275
chr12:64824480,0.01363,0.01654,0.0299
chr12:64824478,0.08660000000000001,0.11489,0.11329999999999997
chr15:45129864,0.038430000000000006,0.01141,0.019250000000000003
chr15:45129897,0.01151,0.011559999999999999,0.013325
chr15:45129885,0.01122,0.00393,0.0069
chr15:45129856,0.055900000000000005,0.04936,0.052975
chr19:1857435,0.00981,0.023440000000000003,0.011825000000000002
chr19:1857443,0.07155,0.08598,0.069775
chr19:51019385,0.00997,0.013880000000000002,0.008725
chr17:72122874,0.0027700000000000003,0.014369999999999997,0.037975
chr17:8288963,0.016280000000000003,0.00804,0.010425
chr1:182614933,0.01975,0.01661,0.015725
chr19:53866302,0.02025,0.01786,0.009925
chr19:53866322,0.01249,0.03108,0.02295
chr19:53866317,0.01185,0.00659,0.00575
chr6:33276978,0.008210000000000002,0.017490000000000002,0.0059
chr6:33277022,0.011200000000000002,0.02462,0.011675
chr6:33276998,0.00865,0.041469999999999986,0.008249999999999999
chr6:33277011,0.01013,0.06114,0.00855
chr6:33276975,0.03046,0.10987000000000001,0.0342
chr3:50238014,0.00886,0.01149,0.006149999999999999
chr10:23095757,0.0067599999999999995,0.00916,0.008175
chr19:57850165,0.015300000000000003,0.006670000000000001,0.015924999999999998
chr19:35557855,0.0064,0.00246,0.010075
chr7:49775906,0.01193,0.00941,0.00805
chr14:105248688,0.009370000000000002,0.006379999999999999,0.006125
chr6:33276978,0.008210000000000002,0.017490000000000002,0.0059
chr6:33277022,0.011200000000000002,0.02462,0.011675
chr6:33276998,0.00865,0.041469999999999986,0.008249999999999999
chr6:33277011,0.01013,0.06114,0.00855
chr6:33276975,0.03046,0.10987000000000001,0.0342
chr16:1152468,0.006670000000000001,0.00352,0.0145
chr1:22024896,0.0035900000000000007,0.02099,0.035175
chr1:22024932,0.05934,0.07745999999999999,0.070575
chr1:201540188,0.0068200000000000005,0.032560000000000006,0.0187
chr1:201540180,0.055689999999999996,0.13299999999999998,0.092
chr6:44002347,0.01556,0.016259999999999997,0.023525
chr2:30231280,0.01034,0.00825,0.010875
chr11:124076483,0.07482,0.04564,0.046975
chr11:124076523,0.01124,0.04148,0.032475
chr19:52048944,0.01619,0.0097,0.0078
chr19:52048960,0.04562,0.04898,0.03615
chr13:95002918,0.008759999999999999,0.020970000000000003,0.015725
chr17:63476577,0.00864,0.050210000000000005,0.02245
chr17:63476593,0.06356,0.12671,0.091075
chr5:11385623,0.03839,0.035160000000000004,0.02535
chr12:4164904,0.11815,0.12333,0.09245
chr12:4164868,0.02892,0.04601,0.02825
chr14:102777052,0.008450000000000001,0.01634,0.010125
chr6:711212,0.02311,0.01565,0.015425
chr22:37818972,0.01645,0.02297,0.009775
chr17:385444,0.016059999999999998,0.01031,0.014625
chr13:32031269,0.02137,0.01193,0.012675
chr6:33277386,0.00847,0.07947000000000001,0.0039250000000000005
chr6:33277404,0.00526,0.06745,0.0061
chr3:9952250,0.020919999999999998,0.015069999999999998,0.013975
chr17:63476745,0.014709999999999999,0.02959,0.024325
chr19:52049130,0.016450000000000003,0.01589,0.015325000000000004
chr11:13008927,0.01754,0.01173,0.013175
chr11:13008965,0.06863999999999999,0.07133999999999999,0.06715
chr11:13008970,0.06917999999999999,0.08479,0.075025
chr13:32031815,0.044190000000000014,0.03581,0.0312
chr13:32031765,0.032,0.03896,0.028675
chr5:177312308,0.01987,0.028090000000000004,0.0213
chr5:177312311,0.00483,0.02282,0.01715
chr5:177312295,0.10577,0.05196,0.05917500000000001
chr19:18117794,0.01137,0.009940000000000001,0.01235
chr22:21651730,0.029519999999999998,0.027639999999999998,0.022175
chr12:117361278,0.00977,0.00266,0.0075499999999999986
chr20:833867,0.008919999999999999,0.01556,0.0111
chr19:8363966,0.02174,0.027950000000000003,0.025625
chr19:8363972,0.09982,0.13198,0.1064
chr6:33277386,0.00847,0.07947000000000001,0.0039250000000000005
chr6:33277404,0.00526,0.06745,0.0061
chr6:33277351,0.0232,0.07443,0.013875
chr11:118608713,0.01212,0.034089999999999995,0.010625
chr10:69318385,0.00745,0.0295,0.006775
chr17:61411627,0.007890000000000001,0.01633,0.022625
chr1:3068266,0.01785,0.014230000000000001,0.019275
chr14:105364522,0.019050000000000004,0.056839999999999995,0.030975
chr1:6205969,0.005580000000000001,0.004699999999999999,0.007475
chr7:128409630,0.00257,0.00249,0.00195
chr22:21652116,0.026289999999999997,0.03766,0.03
chr17:72122979,0.013710000000000002,0.03071,0.07145
chr11:59173393,0.02805,0.021419999999999998,0.01865
chr6:33277386,0.00847,0.07947000000000001,0.0039250000000000005
chr6:33277351,0.0232,0.07443,0.013875
chr6:26171957,0.0072,0.02513,0.00245
chr1:116418591,0.027819999999999998,0.02613,0.018825
chr1:116418611,0.00562,0.00496,0.00295
chr1:116418561,0.05959,0.062249999999999986,0.056675
chr16:21519792,0.004370000000000001,0.00591,0.001725
chr7:157018823,0.01734,0.01873,0.01125
chr7:157018790,0.10743,0.08411999999999999,0.079525
chr17:45262148,0.004229999999999999,0.0237,0.0054
chr17:45262145,0.009009999999999999,0.07599,0.019325
chr17:45262130,0.014519999999999998,0.05798,0.014975
chr17:45262109,0.04802,0.09479,0.052125
chr10:92699573,0.01315,0.0265,0.02145
chr17:38559562,0.03472,0.02791,0.034199999999999994
chr17:38559551,0.013359999999999999,0.00925,0.00945
chr6:33192527,0.0113,0.03598,0.023150000000000004
chr6:33192447,0.1752,0.17392,0.130575
chr6:33192473,0.018000000000000002,0.03988,0.03615
chr6:33192485,0.00813,0.01281,0.008025000000000001
chr6:33192520,0.01734,0.0167,0.016925
chr6:33192457,0.08653000000000001,0.1306,0.0801
chr21:39867288,0.040830000000000005,0.053470000000000004,0.048975
chr13:27975561,0.04393,0.030330000000000006,0.028875
chr17:38559562,0.03472,0.02791,0.034199999999999994
chr17:38559551,0.013359999999999999,0.00925,0.00945
chr15:52804863,0.0165,0.03042,0.029825
chr17:45262148,0.004229999999999999,0.0237,0.0054
chr17:45262145,0.009009999999999999,0.07599,0.019325
chr17:45262130,0.014519999999999998,0.05798,0.014975
chr17:45262109,0.04802,0.09479,0.052125
chr15:52805580,0.00861,0.01263,0.0247
chr15:52805625,0.05574,0.07114,0.0801
chr15:52804619,0.031560000000000005,0.046089999999999985,0.04005
chr15:52804657,0.03027,0.026019999999999998,0.02735
chr11:119356882,0.00672,0.03369,0.0141
chr11:119356921,0.03517,0.06928000000000001,0.032925
chr19:46493456,0.00503,0.04893,0.007824999999999999
chr10:92699908,0.03474,0.07074,0.04775
chr17:45262148,0.004229999999999999,0.0237,0.0054
chr17:45262145,0.009009999999999999,0.07599,0.019325
chr17:45262130,0.014519999999999998,0.05798,0.014975
chr17:45262109,0.04802,0.09479,0.052125
chr1:116418591,0.027819999999999998,0.02613,0.018825
chr1:116418611,0.00562,0.00496,0.00295
chr1:116418561,0.05959,0.062249999999999986,0.056675
chr19:55080339,0.033010000000000005,0.04444,0.039625
chr4:1748715,0.01601,0.0128,0.01475
chr17:38559717,0.03126,0.025480000000000003,0.013925
chr10:92699796,0.06439,0.09038,0.05845
chr10:92699771,0.053520000000000005,0.0751,0.056324999999999986
chr6:26172169,0.03992,0.061110000000000005,0.019725
chr9:137295350,0.0061,0.01038,0.0107
chr11:95150957,0.021230000000000002,0.04657,0.039325
chr1:116418782,0.011790000000000002,0.03157,0.015325
chr1:29259787,0.004220000000000001,0.0099,0.09835
chr3:50273408,0.0045,0.0256,0.019375
chr10:92699796,0.06439,0.09038,0.05845
chr10:92699771,0.053520000000000005,0.0751,0.056324999999999986
chr10:92699690,0.06081,0.06791,0.056575
chr10:93068848,0.04227,0.0175,0.023600000000000003
chr19:35001047,0.02165,0.02781,0.0209
chr15:52805643,0.04707,0.05036,0.053975
chr15:52805625,0.05574,0.07114,0.0801
chr14:103123443,0.00606,0.009969999999999998,0.008324999999999999
chr6:33192527,0.0113,0.03598,0.023150000000000004
chr6:33192485,0.00813,0.01281,0.008025000000000001
chr6:33192520,0.01734,0.0167,0.016925
chr10:23190716,0.06348999999999999,0.09029,0.0544
chr20:34312033,0.06875,0.19066,0.10095
chr20:34312000,0.01289,0.07443999999999999,0.019275
chr20:34311978,0.036239999999999994,0.08478999999999999,0.030375
chr20:34311965,0.08877000000000003,0.031089999999999996,0.0434
chr15:52804619,0.031560000000000005,0.046089999999999985,0.04005
chr15:52804657,0.03027,0.026019999999999998,0.02735
chr1:114154491,0.026240000000000003,0.0947,0.027525
chr11:18395220,0.047950000000000007,0.046800000000000015,0.03775
chr13:27970623,0.058789999999999995,0.04038,0.058275
chr2:85753680,0.038439999999999995,0.01231,0.018575
chr2:85753633,0.01415,0.00571,0.0107
chr2:85753619,0.058790000000000016,0.06877,0.06045
chr2:85753608,0.049810000000000014,0.04318,0.03905
chr19:5828161,0.0346,0.06486,0.0131
chr3:197665119,0.00374,0.00894,0.003325
chr20:3249014,0.054060000000000004,0.10737000000000001,0.0253
chr15:52804051,0.03899,0.04046,0.045875
chr14:94768489,0.01942,0.05322999999999999,0.0128
chr14:94768485,0.11263,0.23397,0.08662500000000001
chr11:119356395,0.03961,0.07564000000000001,0.04325
chr7:5596189,0.01409,0.036430000000000004,0.011725
chr12:106585284,0.10008,0.052520000000000004,0.0325
chr12:106585300,0.1331,0.14525,0.08860000000000001
chr2:64767267,0.02567,0.06311,0.100675
chr6:26172703,0.04658,0.10839,0.05955
chr10:93065910,0.03688,0.14826,0.045675000000000014
chr5:134115546,0.01162,0.02311,0.01175
chr5:134115549,0.01372,0.026550000000000004,0.016175000000000002
chr5:134115568,0.25356999999999996,0.24383000000000002,0.206325
chr5:134115552,0.07693,0.08871000000000001,0.062475
chr19:5828288,0.07736,0.07006000000000001,0.017425000000000003
chr19:5828290,0.08930000000000002,0.12022000000000001,0.06505
chr2:173355897,0.005470000000000001,0.0188,0.00785
chr11:119356882,0.00672,0.03369,0.0141
chr11:119356921,0.03517,0.06928000000000001,0.032925
chr17:39637827,0.03052,0.057650000000000014,0.032725
chr17:39637803,0.07157999999999999,0.09682000000000003,0.07152499999999999
chr8:141206177,0.016040000000000002,0.06609999999999999,0.0297
chr11:119356310,0.04767,0.07056000000000001,0.047625
chr11:70755676,0.0231,0.02422,0.022275
chr1:3393704,0.017,0.038519999999999985,0.09300000000000001
chr10:99234181,0.00503,0.022969999999999997,0.023575
chr10:99234208,0.03725,0.060459999999999986,0.043175
chr11:65575647,0.030860000000000002,0.04113,0.027000000000000003
chr13:20232400,0.01818,0.00838,0.019325
chr18:46946780,0.01461,0.06765,0.01175
chr18:46946737,0.0363,0.10111,0.03695
chr18:46946744,0.036210000000000006,0.09907,0.024625
chr18:46946793,0.04576,0.15022999999999995,0.04155
chr4:84502149,0.08564,0.08257999999999999,0.086975
chr11:119356618,0.013669999999999998,0.09119,0.032675
chr11:119356588,0.06256,0.07725,0.0502
chr14:54881963,0.050490000000000014,0.14169,0.039825
chr8:141205637,0.07576000000000001,0.11600999999999999,0.095425
chr6:33192447,0.1752,0.17392,0.130575
chr6:33192473,0.018000000000000002,0.03988,0.03615
chr6:33192485,0.00813,0.01281,0.008025000000000001
chr6:33192520,0.01734,0.0167,0.016925
chr6:33192457,0.08653000000000001,0.1306,0.0801
chr7:157018728,0.08978,0.0583,0.100925
chr10:93066091,0.036000000000000004,0.18233,0.03785
chr11:6320658,0.01175,0.09462000000000001,0.02565
chr11:6320637,0.005,0.06698,0.01875
chr11:6320665,0.07497000000000001,0.1422,0.06285
chr11:6320620,0.08831,0.08055999999999999,0.052775
chr11:6320612,0.05026,0.11658,0.06785
chr11:6320678,0.11678000000000002,0.20738,0.118975
chr19:40691144,0.0033200000000000005,0.0428,0.00585
chr16:1980508,0.02099,0.04115,0.009075
chr3:27632970,0.09744,0.1385,0.061949999999999984
chr3:27632981,0.12649000000000002,0.15233,0.08685000000000001
chr17:43755607,0.01743,0.0472,0.0167
chr11:829783,0.01292,0.01659,0.033875
chr3:13650712,0.01254,0.11470999999999999,0.057575
chr3:13650702,0.04924,0.16509,0.10970000000000002
chr17:6455608,0.02847,0.08395000000000001,0.233925
chr16:72787667,0.017740000000000002,0.09964,0.043875
chr16:579015,0.05585,0.17961,0.03765
chr16:2236785,0.01939,0.052889999999999986,0.0235
chr22:50251723,0.00455,0.01679,0.009150000000000002
chr22:50251737,0.10471,0.1931,0.1509
chr6:26017830,0.08765,0.06969,0.1069
chr6:26017846,0.05984,0.0404,0.05775
chr13:27970455,0.09871,0.05438,0.106775
chr7:157020908,0.08313000000000001,0.10066,0.11
chr7:157020880,0.09706,0.08949,0.117125
chr6:33192527,0.0113,0.03598,0.023150000000000004
chr6:33192473,0.018000000000000002,0.03988,0.03615
chr6:33192485,0.00813,0.01281,0.008025000000000001
chr6:33192520,0.01734,0.0167,0.016925
chr1:31373096,0.009000000000000001,0.04897,0.08065
chr1:31373112,0.00964,0.04167,0.054275
chr1:31373138,0.036960000000000014,0.0909,0.098725
chr1:31373076,0.09164,0.15634,0.23485
chr13:27979413,0.08491,0.08215000000000001,0.075025
chr15:52795402,0.037219999999999996,0.027339999999999996,0.04925
chr10:99234069,0.01208,0.05732,0.04565
chr17:38572612,0.01373,0.00303,0.0088
chr11:65225605,0.026830000000000003,0.031439999999999996,0.06075
chr15:52803838,0.032310000000000005,0.07447000000000001,0.0485
chr5:134115546,0.01162,0.02311,0.01175
chr5:134115549,0.01372,0.026550000000000004,0.016175000000000002
chr5:134115568,0.25356999999999996,0.24383000000000002,0.206325
chr5:134115552,0.07693,0.08871000000000001,0.062475
chr10:75408422,0.00662,0.01535,0.01685
chr20:51542621,0.021450000000000004,0.05107,0.01035
chr9:130433501,0.02244,0.10248,0.02405
chr4:76898381,0.01469,0.035719999999999995,0.02945
chr4:76898421,0.051039999999999995,0.08020000000000001,0.0466
chr7:141015119,0.01745,0.03237,0.01615
chr10:78407245,0.04644,0.08249,0.029274999999999995
chr2:135985890,0.00317,0.0955,0.037225
chr6:44313451,0.02288,0.05668,0.023875
chr6:44313447,0.03536,0.08229,0.042425
chr6:44313460,0.09358,0.14245,0.10395
chr9:130433282,0.043789999999999996,0.19659,0.0384
chr17:42679991,0.00449,0.02195,0.010675
chr2:127416174,0.01669,0.16638,0.0289
chr1:16236694,0.038939999999999995,0.11118999999999997,0.03165
chr11:107928471,0.013880000000000002,0.02546,0.01645
chr7:16754453,0.01407,0.11149,0.0139
chr13:33016135,0.01366,0.05072999999999999,0.012725
chr12:53963746,0.05185,0.19994,0.024775
chr2:172462219,0.019219999999999998,0.08857000000000001,0.030575
chr9:124032551,0.01731,0.03822,0.0347
chr12:53951428,0.054279999999999995,0.09301,0.047875
chr7:143409037,0.01411,0.043959999999999985,0.0077750000000000015
chr7:143409021,0.06589,0.08885000000000001,0.053500000000000006
chr7:143409033,0.06717000000000001,0.12008,0.058775
chr17:42019952,0.028689999999999997,0.07157000000000001,0.041675
chr17:42019950,0.013130000000000001,0.04512,0.021775
chr9:133121544,0.01185,0.03874,0.005475000000000001
chr16:58501189,0.0088,0.0979,0.023725000000000003
chr16:86578845,0.041040000000000014,0.02882,0.03115
chr20:32018113,0.029960000000000004,0.2201,0.043275
chr20:32018065,0.10943,0.37495,0.1025
chr20:51542997,0.040139999999999995,0.07326,0.0246
chr20:51542969,0.08071,0.13537000000000002,0.078825
chr12:53953075,0.01828,0.036000000000000004,0.0297
chr2:118850309,0.05665000000000001,0.25873,0.0215
chr5:123088364,0.02295,0.06880000000000001,0.0339
chr5:123088396,0.07672000000000001,0.10777,0.071375
chr10:75404389,0.035539999999999995,0.21257,0.02875
chr1:155062899,0.020569999999999998,0.19448,0.021125
chr1:155062912,0.025370000000000004,0.24033000000000002,0.03195
chr22:21953023,0.04292,0.02609,0.028225
chr11:63938288,0.01376,0.05762000000000001,0.0185
chr4:118278491,0.0099,0.01322,0.008725
chr4:118278466,0.05101,0.06232000000000001,0.03875
chr2:165794789,0.007259999999999999,0.02807,0.012725
chr2:165794810,0.06547,0.0922,0.061525
chr7:77415556,0.016900000000000002,0.08105,0.029325
chr12:53956425,0.06394,0.14827,0.038275
chr18:22165497,0.05407000000000001,0.14078000000000002,0.038075
chr12:53952078,0.02498,0.10216,0.0623
chr9:124013901,0.03753,0.07537,0.02865
chr16:88430669,0.08004000000000001,0.02995,0.0163
chr12:53961303,0.03202,0.14862,0.04235
chr10:117534456,0.01824,0.13119,0.014375
chr7:27202425,0.041319999999999996,0.15403,0.03225
chr7:27202386,0.0369,0.11928999999999998,0.028575000000000007
chr4:4856871,0.02119,0.04635,0.020225
chr16:88430599,0.050450000000000016,0.06029,0.01885
chr12:49089933,0.014169999999999999,0.03279,0.032825
chr4:4867364,0.034670000000000006,0.11578,0.04255
chr11:30586651,0.04336,0.15916,0.0871
chr11:30586618,0.05604,0.10594,0.09415
chr2:118833568,0.10739,0.19448,0.05505
chr19:40606473,0.021130000000000003,0.05614,0.024175
chr1:212433414,0.05687,0.05961,0.0572
chr17:8073138,0.02939,0.07933,0.02935
chr6:44313451,0.02288,0.05668,0.023875
chr6:44313447,0.03536,0.08229,0.042425
chr6:44313460,0.09358,0.14245,0.10395
chr17:51122020,0.028480000000000002,0.05144,0.025
chr17:76523354,0.06455999999999999,0.08357999999999999,0.06565
chr7:27185504,0.06027,0.21092999999999995,0.0515
chr7:27185459,0.08891,0.2579,0.210425
chr7:27185508,0.19445,0.32185,0.25165
chr7:27185524,0.11008,0.25534,0.11835
chr7:27202425,0.041319999999999996,0.15403,0.03225
chr7:27202386,0.0369,0.11928999999999998,0.028575000000000007
chr4:76898381,0.01469,0.035719999999999995,0.02945
chr4:76898421,0.051039999999999995,0.08020000000000001,0.0466
chr7:97117486,0.056290000000000014,0.056180000000000015,0.0452
chr12:53952371,0.055439999999999996,0.16569999999999996,0.04395
chr6:32087697,0.061460000000000015,0.19457,0.057075
chr6:32087740,0.01374,0.07633000000000001,0.007825
chr6:32087748,0.024569999999999998,0.08535000000000001,0.02245
chr6:32087757,0.10595999999999998,0.2676,0.102475
chr8:2001946,0.026660000000000003,0.017329999999999998,0.034025
chr10:91220182,0.03989,0.07127,0.03625
chr12:53951895,0.07321,0.1121,0.072725
chr16:86579461,0.06627999999999999,0.16180999999999998,0.06357499999999999
chr16:86579488,0.08258,0.13618999999999998,0.0839
chr1:119008360,0.016919999999999998,0.17343999999999998,0.016649999999999998
chr3:158098019,0.01521,0.10350999999999999,0.006575
chr2:118849170,0.07269,0.26758000000000004,0.04185
chr3:128698897,0.020030000000000003,0.03484,0.03105
chr22:19766728,0.04709,0.40005999999999997,0.13445
chr8:72005115,0.030330000000000006,0.14956,0.07045
chr8:72005128,0.06867999999999999,0.22826,0.11415
chr12:54054089,0.0519,0.5167200000000001,0.01765
chr17:78129130,0.01057,0.03639,0.013975
chr3:183099790,0.03088,0.05059000000000001,0.0493
chr3:183099838,0.04601,0.07619,0.07452500000000001
chr4:76898535,0.07038,0.1922,0.0918
chr2:176159032,0.08749000000000001,0.70114,0.049350000000000005
chr2:176158988,0.12272999999999999,0.60963,0.11415
